Title,Link,Published,Published_utc,Predicted_Risks_Upd,Recency_Upd,Acceleration_value_Upd,Source_Accuracy_Upd,Impact_Score_Upd,Location_Upd,Industry_Risk_Upd,Frequency_Score_Upd,Change reason,Changed_at,Reviewed,Reviewed_at,Unnamed: 0,story_id,canonical_title,summary,article_count,avg_risk_score,avg_frequency,avg_recency,avg_acceleration,avg_source_accuracy,avg_impact_score,avg_industry_risk,avg_location,risk_label,last_seen,item_type,Content,Source,Entities,Topic,Probability,Predicted_Risks,Location,pred_source,Predicted_Risks_new,Pred_LR_label,Pred_cos_label_all,Pred_cos_score_all,University Label,Pred_LR_margin,chosen_label_sim,best_alt_sim,semantic_margin,Week,Days_Ago,_RiskList,Risk_item,Source_Accuracy,Frequency_Score,Industry_Risk_Presence,_tulane_flag,Industry_Risk_Peer,Industry_Risk,Impact_Score,Article_Freshness,Recency,Acceleration_value,Risk_Score,Weights,Summary,Keyword,Text,ArticleID,Source_bias,Published_raw,Time_Window,Acceleration,Detected_Risks,ArticleID.19,ArticleID.18,ArticleID.17,ArticleID.16,ArticleID.15,ArticleID.14,ArticleID.13,ArticleID.12,ArticleID.11,ArticleID.10,ArticleID.9,ArticleID.8,ArticleID.7,ArticleID.6,ArticleID.5,ArticleID.4,ArticleID.3,ArticleID.2,ArticleID.1,article_freshness,Recency_TR_Blended,Sentiment Score,Detected_HigherEd_Categories,Predicted_Risk_Single,StreamlitCosine,Assigned_how,last_seen_days,decayed_volume,recency_score_tr_tr,Keywords,is_tulane_specific,is_local_relevance,is_urgent_weather,is_major_policy,is_major_incident,immediate_alert_score,immediate_alert_override,is_immediate_alert,immediate_alert_priority,immediate_alert_reason,classification_disagreement,average_risk_score,average_recency,articles,canonical_source,story_articles_count,Window,Cluster,Event_Label,Event_Severity,Embeddings,Manual_Cross_List,Manual_Risk_Confidence,Manual_Risk_Reason,Cross_List_Source_Risk,Link_norm,dedupe_key,Risk_Normalized,Topic_name,Risk_Score_y,Content_trunc,Story_Recency_Score,Story_Recency
Foreign Recruits in Ukraine Military Are Killed in Russian Missile Strike,https://www.nytimes.com/2025/08/12/world/europe/foreign-soldiers-ukraine-russia-missile-attack.html,2025-08-12 04:01:04,,,,,,,,,,,2025-09-02 19:30:45.408355+00:00,1,2025-09-02 19:30:45.408331+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump Wants Admissions Data on Grades and Race, but Who Will Collect It?",https://www.nytimes.com/2025/08/09/us/trump-admissions-data-grades-race-education-department-layoffs.html,2025-08-09 09:02:46,,['No Risk'],5.0,5.0,5.0,4.0,3.0,5.0,4.0,"For Tulane, this represents a potentially severe impact related to admissions practices, data reporting requirements, and regulatory compliance that could significantly affect operations.
The article describes immediate policy changes with the Trump administration already having fired nearly everyone at the National Center for Education Statistics, indicating rapid developments that could affect Tulane within 15 days.",2025-09-02 19:32:57+00:00,1,2025-09-02 19:32:57.547368+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immigration Officials Used Shadowy Pro-Israel Group to Target Student Activists,https://www.nytimes.com/2025/07/09/us/politics/ice-canary-mission-student-deportations.html,2025-07-10 01:05:56+00:00,,['No Risk'],4.0,5.0,5.0,4.0,3.0,5.0,4.0,"The article appears to describe active deportation proceedings targeting international students, suggesting an immediate threat that could affect Tulane within 15 days as the fall semester approaches.
 For Tulane, this represents a potentially severe impact related to international student enrollment, campus climate, and institutional operations that could significantly disrupt university functions.",2025-09-03 20:00:52+00:00,1,2025-09-03 20:00:52.774340+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nunez, Delgado connection establish in college news",https://www.theadvocate.com/new_orleans/news/communities/crescent_city/nunez-delgado-connection-establish-in-college-news/article_49f2e2ea-92b9-11e9-bb90-47883241666a.html,2019-06-27 11:45:00,,['No Risk'],1.0,1.0,3.5,1.0,4.0,3.0,3.0,"The article focuses on higher education institutions in New Orleans, directly affecting the local educational landscape where Tulane operates.
Transfer agreements between institutions occur regularly with limited historical pattern of creating risks for Tulane.",2025-09-04 05:57:21+00:00,1,2025-09-04 05:57:21.755694+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nunez, Delgado connection establish in college news",https://www.theadvocate.com/new_orleans/news/communities/crescent_city/nunez-delgado-connection-establish-in-college-news/article_49f2e2ea-92b9-11e9-bb90-47883241666a.html,2019-06-27 11:45:00,,['No Risk'],1.0,1.0,3.5,1.0,4.0,3.0,3.0,"The article focuses on higher education institutions in New Orleans, directly affecting the local educational landscape where Tulane operates.
Transfer agreements between institutions occur regularly with limited historical pattern of creating risks for Tulane.",2025-09-04 05:57:28+00:00,1,2025-09-04 05:57:28.292154+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nunez, Delgado connection establish in college news",https://www.theadvocate.com/new_orleans/news/communities/crescent_city/nunez-delgado-connection-establish-in-college-news/article_49f2e2ea-92b9-11e9-bb90-47883241666a.html,2019-06-27 11:45:00,,,,,,,,,,,2025-09-04 06:51:41.494572+00:00,1,2025-09-04 06:51:41.494547+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Northshore, Mandeville students win scholarships",https://www.theadvocate.com/new_orleans/news/communities/st_tammany/northshore-mandeville-students-win-scholarships/article_5cbc3978-92c6-11e9-b1fa-2f3755f74fab.html,2019-06-28 11:45:00,,['No Risk'],1.0,1.0,3.5,1.0,3.0,1.0,1.0,"The Advocate article appears to be from June 2019 (based on the article ID in the URL), making this extremely outdated information rather than current news.
Local scholarship awards are routine events in higher education with no disruptive impact on the sector.",2025-09-04 06:53:32+00:00,1,2025-09-04 06:53:32.721123+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. John teachers OK'd for civics-education workshop at Harvard,https://www.theadvocate.com/new_orleans/news/communities/crescent_city/st-john-teachers-okd-for-civics-education-workshop-at-harvard/article_bc7b86c6-92a2-11e9-b800-affca97cb4bc.html,2019-06-26 12:15:00,,['No Risk'],0.0,0.0,3.5,1.0,3.0,1.0,0.0,"Local educational achievements are routine events with no disruptive impact on higher education.
For Tulane, this represents minimal impact as it concerns teachers and students at other institutions with no direct effect on Tulane's operations.",2025-09-04 22:13:11+00:00,1,2025-09-04 22:13:11.491858+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. John teachers OK'd for civics-education workshop at Harvard,https://www.theadvocate.com/new_orleans/news/communities/crescent_city/st-john-teachers-okd-for-civics-education-workshop-at-harvard/article_bc7b86c6-92a2-11e9-b800-affca97cb4bc.html,2019-06-26 12:15:00,,,,,,,,,,,2025-09-05 00:55:25.635881+00:00,1,2025-09-05 00:55:25.635846+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nunez, Delgado connection establish in college news",https://www.theadvocate.com/new_orleans/news/communities/crescent_city/nunez-delgado-connection-establish-in-college-news/article_49f2e2ea-92b9-11e9-bb90-47883241666a.html,2019-06-27 11:45:00,,['No Risk'],0.0,0.0,3.5,1.0,1.0,3.0,0.0," For Tulane, this represents a low impact related to the competitive landscape of higher education in New Orleans, but doesn't directly threaten Tulane's core operations.
Community college transfer agreements are standard practice in higher education and represent minimal disruption to the sector.",2025-09-05 00:57:02+00:00,1,2025-09-05 00:57:02.456118+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nunez, Delgado connection establish in college news",https://www.theadvocate.com/new_orleans/news/communities/crescent_city/nunez-delgado-connection-establish-in-college-news/article_49f2e2ea-92b9-11e9-bb90-47883241666a.html,2019-06-27 11:45:00,,,,,,,,,,,2025-09-05 00:57:08.203245+00:00,1,2025-09-05 00:57:08.203219+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archbishop Chapelle High School awards diplomas,https://www.theadvocate.com/new_orleans/news/communities/crescent_city/archbishop-chapelle-high-school-awards-diplomas/article_45b7a31a-870a-11e9-a078-b35196c2ee4d.html,2019-07-03 12:00:00,,['No Risk'],0.0,0.0,3.5,1.0,3.0,3.0,0.0,"For Tulane, this represents minimal impact as it concerns graduates from a local high school with no direct effect on Tulane's operations.
High school graduation announcements are routine events with no disruptive impact on higher education.",2025-09-05 01:00:52+00:00,1,2025-09-05 01:00:52.333722+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archbishop Chapelle High School awards diplomas,https://www.theadvocate.com/new_orleans/news/communities/crescent_city/archbishop-chapelle-high-school-awards-diplomas/article_45b7a31a-870a-11e9-a078-b35196c2ee4d.html,2019-07-03 12:00:00,,,,,,,,,,,2025-09-05 01:01:05.345640+00:00,1,2025-09-05 01:01:05.345600+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everything you need to know about Biden's student loan forgiveness program,https://www.cnn.com/2022/08/31/politics/biden-student-loan-forgiveness-faq/index.html,2023-06-13 20:58:58,,['No Risk'],0.0,0.0,3.5,1.0,2.0,4.0,0.0,"For Tulane, student loan policies have a moderate impact on student financial decisions, enrollment, and retention, though this specific program is no longer active.
CNN is a highly credible news source with strong journalistic standards, and the article provides detailed factual information about the program as it existed in 2022.",2025-09-05 01:03:58+00:00,1,2025-09-05 01:03:58.933564+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covington City Council at-large candidate bioboxes,https://www.theadvocate.com/new_orleans/news/politics/elections/covington-city-council-at-large-candidate-bioboxes/article_08e7e5b0-3e1e-11e9-b75f-af6c0c89462e.html,2024-03-10 00:00:00,,['No Risk'],0.0,0.0,3.5,1.0,4.0,3.0,0.0,"For Tulane, this represents minimal impact as it concerns local politics in Covington (across Lake Pontchartrain from New Orleans) with no direct effect on Tulane's operations.
The article focuses on Covington, which is in St. Tammany Parish across Lake Pontchartrain from New Orleans, not directly affecting Tulane's main campus.",2025-09-05 01:25:11+00:00,1,2025-09-05 01:25:11.192940+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covington City Council at-large candidate bioboxes,https://www.theadvocate.com/new_orleans/news/politics/elections/covington-city-council-at-large-candidate-bioboxes/article_08e7e5b0-3e1e-11e9-b75f-af6c0c89462e.html,2024-03-10 00:00:00,,,,,,,,,,,2025-09-05 01:28:52.986890+00:00,1,2025-09-05 01:28:52.986864+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covington City Council at-large candidate bioboxes,https://www.theadvocate.com/new_orleans/news/politics/elections/covington-city-council-at-large-candidate-bioboxes/article_08e7e5b0-3e1e-11e9-b75f-af6c0c89462e.html,2024-03-10 00:00:00,,['No Risk'],0.0,0.0,3.5,1.0,4.0,3.0,0.0,"For Tulane, this represents minimal impact as it concerns local politics in Covington (across Lake Pontchartrain from New Orleans) with no direct effect on Tulane's operations.
The article focuses on Covington, which is in St. Tammany Parish across Lake Pontchartrain from New Orleans, not directly affecting Tulane's main campus.",2025-09-05 07:19:53+00:00,1,2025-09-05 07:19:53.029668+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST Funds Climate Measurements Center of Excellence at the University of Vermont,https://www.nist.gov/news-events/news/2024/09/nist-funds-climate-measurements-center-excellence-university-vermont,2024-09-20 12:00:00,,['Research Funding Disruption'],1.0,0.0,5.0,1.0,1.0,3.0,0.0,"For Tulane, this represents a moderate impact related to research funding competition and climate research positioning, but doesn't directly threaten Tulane's core operations.
The establishment of a federally-funded climate center at a peer institution reflects moderate industry-wide shifts in research funding priorities.",2025-09-05 07:27:33+00:00,1,2025-09-05 07:27:33.134111+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST Awards $6 Million to Carnegie Mellon University to Establish an AI Cooperative Research Center,https://www.nist.gov/news-events/news/2024/09/nist-awards-6-million-carnegie-mellon-university-establish-ai-cooperative,2024-09-24 12:00:00,,['Artificial Intelligence Ethics & Governance'],1.0,0.0,5.0,1.0,1.0,3.0,0.0,"For Tulane, this represents a moderate impact related to research funding competition and AI standards development, but doesn't directly threaten Tulane's core operations.
 The establishment of this major AI research center represents a significant acceleration in federal investment in AI safety and standards, with potential impacts for Tulane within the next 30 days as research funding priorities shift.",2025-09-05 07:29:34+00:00,1,2025-09-05 07:29:34.192272+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST Awards $6 Million to Carnegie Mellon University to Establish an AI Cooperative Research Center,https://www.nist.gov/news-events/news/2024/09/nist-awards-6-million-carnegie-mellon-university-establish-ai-cooperative,2024-09-24 12:00:00,,,,,,,,,,,2025-09-05 07:30:00.806115+00:00,1,2025-09-05 07:30:00.806085+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST Awards Up to $1.5 Million to Support Development of Regenerative Medicine Standards Curricula,https://www.nist.gov/news-events/news/2024/10/nist-awards-15-million-support-development-regenerative-medicine-standards,2024-10-08 12:00:00,,['No Risk'],1.0,0.0,5.0,3.0,1.0,3.0,0.0,"For Tulane, with its medical school and biomedical research programs, this represents a moderate impact related to research funding competition and standards development in regenerative medicine.
The development of standards for regenerative medicine will affect academic medical centers and research institutions, creating moderate industry-wide impacts.",2025-09-05 07:32:44+00:00,1,2025-09-05 07:32:44.886795+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST Awards Up to $1.5 Million to Support Development of Regenerative Medicine Standards Curricula,https://www.nist.gov/news-events/news/2024/10/nist-awards-15-million-support-development-regenerative-medicine-standards,2024-10-08 12:00:00,,['Research Funding Disruption'],1.0,0.0,5.0,3.0,1.0,3.0,0.0,"For Tulane, with its medical school and biomedical research programs, this represents a moderate impact related to research funding competition and standards development in regenerative medicine.
The development of standards for regenerative medicine will affect academic medical centers and research institutions, creating moderate industry-wide impacts.",2025-09-05 07:33:25+00:00,1,2025-09-05 07:33:25.921446+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIST Awards Up to $1.5 Million to Support Development of Regenerative Medicine Standards Curricula,https://www.nist.gov/news-events/news/2024/10/nist-awards-15-million-support-development-regenerative-medicine-standards,2024-10-08 12:00:00,,,,,,,,,,,2025-09-05 07:33:30.901893+00:00,1,2025-09-05 07:33:30.901870+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Forms Of Higher Education For Building Pakistan’s Future,https://www.forbes.com/sites/bryanpenprase/2025/02/18/new-forms-of-higher-education-for-building-pakistans-future/,2025-02-18 20:03:17,,['Academic Disruption'],1.0,2.0,4.0,2.0,1.0,3.0,2.0,"For Tulane, this represents a low to moderate impact related to international higher education competition and innovation models, but doesn't directly threaten Tulane's core operations.
The innovative higher education models described reflect moderate industry-wide trends that could influence U.S. institutions, including the emphasis on liberal arts education adapted to local contexts.",2025-09-05 07:36:02+00:00,1,2025-09-05 07:36:02.810774+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Forms Of Higher Education For Building Pakistan’s Future,https://www.forbes.com/sites/bryanpenprase/2025/02/18/new-forms-of-higher-education-for-building-pakistans-future/,2025-02-18 20:03:17,,,,,,,,,,,2025-09-05 07:36:11.144620+00:00,1,2025-09-05 07:36:11.144570+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Trump DOE Try To End Test-Optional College Admission Policies?,https://www.forbes.com/sites/michaeltnietzel/2025/02/18/will-trump-doe-try-to-end-test-optional-college-admission-policies/,2025-02-18 21:47:09,,['No Risk'],3.0,5.0,5.0,4.0,3.0,5.0,4.0," For Tulane, this represents a potentially severe impact related to admissions practices, federal funding, and regulatory compliance that could significantly affect operations.
The article describes substantial impacts occurring across higher education with over 2,100 colleges currently using test-optional or test-free policies that could be challenged.",2025-09-05 07:39:25+00:00,1,2025-09-05 07:39:25.536620+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Trump DOE Try To End Test-Optional College Admission Policies?,https://www.forbes.com/sites/michaeltnietzel/2025/02/18/will-trump-doe-try-to-end-test-optional-college-admission-policies/,2025-02-18 21:47:09,,['Enrollment Pressure'],3.0,5.0,5.0,4.0,3.0,5.0,4.0," For Tulane, this represents a potentially severe impact related to admissions practices, federal funding, and regulatory compliance that could significantly affect operations.
The article describes substantial impacts occurring across higher education with over 2,100 colleges currently using test-optional or test-free policies that could be challenged.",2025-09-05 07:40:39+00:00,1,2025-09-05 07:40:39.044793+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Government Agencies, Universities, Nonprofits Pause Critical Work Over Trump Administration Executive Orders",https://www.scientificamerican.com/article/trump-takes-a-giant-wrecking-ball-to-u-s-research/,2025-02-18 22:00:00,,['Research Funding Disruption'],3.0,5.0,5.0,4.0,3.0,5.0,4.0,"For Tulane, this represents a potentially severe impact related to admissions practices, federal funding, and regulatory compliance that could significantly affect operations.
This represents an escalation of federal intervention in university admissions policies following the 2023 Supreme Court decision on race-conscious admissions.",2025-09-05 07:48:10+00:00,1,2025-09-05 07:48:10.640131+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Data on Enrollment, Finance, Employees, and Academic Libraries in Postsecondary Education",https://nces.ed.gov/ipeds/use-the-data/survey-components,2025-01-07 00:00:00,,['Enrollment Pressure'],3.0,2.0,5.0,3.0,3.0,3.0,4.0,"While federal data reporting requirements evolve over time, there's no indication of an immediate escalation that would affect Tulane within 15-30 days beyond normal reporting obligations.
 Tulane has likely experienced challenges with IPEDS reporting in the past, as data collection and reporting requirements have become increasingly complex over time.",2025-09-07 00:32:06+00:00,1,2025-09-07 00:32:06.378393+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A new court ruling leaves 8 million student-loan borrowers enrolled in Biden's repayment plan blocked from cheaper payments,https://www.businessinsider.com/save-plan-permanently-struck-down-student-loan-borrowers-lose-relief-2025-1,2025-02-19 15:33:05,,['No Risk'],5.0,4.0,4.0,4.0,3.0,4.0,3.0,"The elimination of the SAVE repayment plan will significantly impact student finances and potentially enrollment decisions, but doesn't threaten Tulane's core operations.
With the SAVE plan remaining blocked and the 8th Circuit upholding the injunction, impacts will likely affect current and prospective Tulane students within the next 30 days as they face higher loan payments.",2025-09-07 00:36:31+00:00,1,2025-09-07 00:36:31.498674+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A new court ruling leaves 8 million student-loan borrowers enrolled in Biden's repayment plan blocked from cheaper payments,https://www.businessinsider.com/save-plan-permanently-struck-down-student-loan-borrowers-lose-relief-2025-1,2025-02-19 15:33:05,,['Policy or Political Interference'],5.0,4.0,4.0,4.0,3.0,4.0,3.0,"The elimination of the SAVE repayment plan will significantly impact student finances and potentially enrollment decisions, but doesn't threaten Tulane's core operations.
With the SAVE plan remaining blocked and the 8th Circuit upholding the injunction, impacts will likely affect current and prospective Tulane students within the next 30 days as they face higher loan payments.",2025-09-07 00:36:41+00:00,1,2025-09-07 00:36:41.021742+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A new court ruling leaves 8 million student-loan borrowers enrolled in Biden's repayment plan blocked from cheaper payments,https://www.businessinsider.com/save-plan-permanently-struck-down-student-loan-borrowers-lose-relief-2025-1,2025-02-19 15:33:05,,,,,,,,,,,2025-09-07 00:36:52.192367+00:00,1,2025-09-07 00:36:52.192344+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A new court ruling leaves 8 million student-loan borrowers enrolled in Biden's repayment plan blocked from cheaper payments,https://www.businessinsider.com/save-plan-permanently-struck-down-student-loan-borrowers-lose-relief-2025-1,2025-02-19 15:33:05,,['Policy or Political Interference'],5.0,4.0,4.0,4.0,3.0,4.0,3.0,"The elimination of the SAVE repayment plan will significantly impact student finances and potentially enrollment decisions, but doesn't threaten Tulane's core operations.
With the SAVE plan remaining blocked and the 8th Circuit upholding the injunction, impacts will likely affect current and prospective Tulane students within the next 30 days as they face higher loan payments.",2025-09-07 00:39:50+00:00,1,2025-09-07 00:39:50.480411+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A new court ruling leaves 8 million student-loan borrowers enrolled in Biden's repayment plan blocked from cheaper payments,https://www.businessinsider.com/save-plan-permanently-struck-down-student-loan-borrowers-lose-relief-2025-1,2025-02-19 15:33:05,,,,,,,,,,,2025-09-07 00:39:59.445945+00:00,1,2025-09-07 00:39:59.445914+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colleges React To Perceived Over-Reach Of Education Department’s “Dear Colleague” Letter,https://www.forbes.com/sites/scottwhite/2025/02/19/colleges-react-to-perceived-over-reach-of-education-departments-dear-colleague-letter/,2025-02-19 20:14:05,,['Enrollment Pressure'],3.0,4.0,4.0,4.0,3.0,5.0,4.0,"The letter threatens federal funding eligibility and could disrupt Tulane's hiring, promotion, compensation, discipline, and housing policies, representing a high-level threat to university operations.
The situation is developing rapidly with significant updates (March 4-5 FAQs and a federal injunction), and the 14-day compliance window mentioned suggests urgent impacts for Tulane within the 30-day timeframe.",2025-09-07 00:42:14+00:00,1,2025-09-07 00:42:14.756219+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colleges React To Perceived Over-Reach Of Education Department’s “Dear Colleague” Letter,https://www.forbes.com/sites/scottwhite/2025/02/19/colleges-react-to-perceived-over-reach-of-education-departments-dear-colleague-letter/,2025-02-19 20:14:05,,,,,,,,,,,2025-09-07 00:45:51.912814+00:00,1,2025-09-07 00:45:51.912789+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
