Window,Cluster,Predicted_Risks_new,Title,Content_trunc,Event_Severity,Event_Label,Acceleration_value,Recency,Source_Accuracy,Impact_Score,Location,Industry_Risk,Frequency_Score,combined_text,similarity,rel_cos,margin,rel_margin,raw_score,rank,decay_weight,weighted_strength
2025-07-08 00:00:00+00:00,206.0,Accreditation Risk,NYS bans John Patrick University program from issuing new X-ray tech licenses,"NYS bans John Patrick University program from issuing new X-ray tech licenses
In a dispute that has left hundreds of aspiring X-ray technicians from New York in limbo after spending thousands of dollars in tuition, the state has barred an Indiana-based university that partnered with regional hospital systems from issuing new licenses, saying it lacked proper accreditation and students were not appropriately supervised.
A June 10 letter from the state Department of Health to John Patrick Universi",3.141,NYS bans John Patrick University program from issuing new X-ray tech licenses,4,0.74,4.0,3.8,1.0,3.0,2.0,"NYS bans John Patrick University program from issuing new X-ray tech licensesNYS bans John Patrick University program from issuing new X-ray tech licenses
In a dispute that has left hundreds of aspiring X-ray technicians from New York in limbo after spending thousands of dollars in tuition, the state has barred an Indiana-based university that partnered with regional hospital systems from issuing new licenses, saying it lacked proper accreditation and students were not appropriately supervised.
A June 10 letter from the state Department of Health to John Patrick Universi",0.4074372,0.7524335,0.014901787,0.5739623,2.1952201380729677,1,1.0,2.1952201380729677
2025-07-08 00:00:00+00:00,148.0,Accreditation Risk,Trump Administration Renews Attacks On Harvard With Negotiations Uncertain,"The Department of Homeland Security issued administrative subpoenas seeking data about the university’s international students, while two federal agencies challenged Harvard’s accreditation.",3.031,Trump-Related Conflicts Involving Education/Government Funding,4,0.01,4.0,3.8,1.0,3.0,2.0,"Trump Administration Renews Attacks On Harvard With Negotiations UncertainThe Department of Homeland Security issued administrative subpoenas seeking data about the university’s international students, while two federal agencies challenged Harvard’s accreditation.",0.317031,0.43963027,-0.14207888,0.05511832,0.9828826344013215,2,0.7,0.688017844080925
2025-07-08 00:00:00+00:00,240.0,Artificial Intelligence Ethics & Governance,Scientists reportedly hiding AI text prompts in academic papers to receive positive peer reviews,"Academics are reportedly hiding prompts in preprint papers for artificial intelligence tools, encouraging them to give positive reviews.
Nikkei reported on 1 July it had reviewed research papers from 14 academic institutions in eight countries, including Japan, South Korea, China, Singapore and two in the United States.
The papers, on the research platform arXiv, had yet to undergo formal peer review and were mostly in the field of computer science.
In one paper seen by the Guardian, hidden whit",3.345,Scientists reportedly hiding AI text prompts in academic papers to receive positive peer reviews,5,0.0,4.0,3.7,1.0,3.0,4.0,"Scientists reportedly hiding AI text prompts in academic papers to receive positive peer reviewsAcademics are reportedly hiding prompts in preprint papers for artificial intelligence tools, encouraging them to give positive reviews.
Nikkei reported on 1 July it had reviewed research papers from 14 academic institutions in eight countries, including Japan, South Korea, China, Singapore and two in the United States.
The papers, on the research platform arXiv, had yet to undergo formal peer review and were mostly in the field of computer science.
In one paper seen by the Guardian, hidden whit",0.40407014,0.7407835,0.099454015,0.8796458,2.6172691994905475,1,1.0,2.6172691994905475
2025-07-08 00:00:00+00:00,221.0,Artificial Intelligence Ethics & Governance,US Campuses Have Become the Newest Laboratories for Surveillance Technology,"Honest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size.
In early June 2025, The Guardian revealed that the University of Michigan paid over $800,000 to Amerishield, parent company to a private security company called City Shield. It was part of a broader $3 million public‑security budget, which included surveillance of pro‑Palestinian student activists. The university hired plainclothes agents who trailed students into cafés, harassed them",3.356,US Campuses Have Become the Newest Laboratories for Surveillance Technology,5,0.74,3.0,3.7,1.0,3.0,4.0,"US Campuses Have Become the Newest Laboratories for Surveillance TechnologyHonest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size.
In early June 2025, The Guardian revealed that the University of Michigan paid over $800,000 to Amerishield, parent company to a private security company called City Shield. It was part of a broader $3 million public‑security budget, which included surveillance of pro‑Palestinian student activists. The university hired plainclothes agents who trailed students into cafés, harassed them",0.39247513,0.70066506,-0.12540805,0.075288035,1.7218022673130036,2,0.7,1.2052615871191024
2025-07-08 00:00:00+00:00,239.0,Artificial Intelligence Ethics & Governance,Quality of scientific papers questioned as academics ‘overwhelmed’ by the millions published,"It was, at first glance, just another scientific paper, one of the millions published every year, and destined to receive little to no attention outside the arcane field of biological signalling in stem cells destined to become sperm.
But soon after the paper was published online, in the journal Frontiers in Cell and Developmental Biology, it found a global audience. Not all of the readers came for the science.
The reason for its broader appeal? An eye-catching image, which depicted a rat sittin",3.561,Quality of scientific papers questioned as academics ‘overwhelmed’ by the millions published,5,0.74,4.0,4.0,1.0,3.0,4.0,"Quality of scientific papers questioned as academics ‘overwhelmed’ by the millions publishedIt was, at first glance, just another scientific paper, one of the millions published every year, and destined to receive little to no attention outside the arcane field of biological signalling in stem cells destined to become sperm.
But soon after the paper was published online, in the journal Frontiers in Cell and Developmental Biology, it found a global audience. Not all of the readers came for the science.
The reason for its broader appeal? An eye-catching image, which depicted a rat sittin",0.22420448,0.1184529,-0.06078428,0.2286966,0.5395841005146503,3,0.48999999999999994,0.2643962092521786
2025-07-08 00:00:00+00:00,63.0,Enrollment Pressure,New Student Loan Limits Could Leave Some Short. Who Will Help?,The federal cap on the amounts people can borrow means some of them will fall short. That’s especially true for students in professional schools.,3.037,Student Loan Garnishment Delay,3,1.18,4.0,3.6,1.0,3.0,5.0,New Student Loan Limits Could Leave Some Short. Who Will Help?The federal cap on the amounts people can borrow means some of them will fall short. That’s especially true for students in professional schools.,0.49501795,1.0,0.0860849,0.8483474,2.8988294117450715,1,1.0,2.8988294117450715
2025-07-08 00:00:00+00:00,242.0,Enrollment Pressure,Profit rises at Fontaines DC alma mater Bimm Music Institute despite drop in student numbers,"Private music college BIMM Music Institute Dublin recorded increased profit of more than €670,000 on revenue of €4.08 million, with the vast majority of its income coming from a partnership with Technological University Dublin.
BIMM Dublin offers third-level courses in music, spawning bands such as Fontaines DC and The Murder Capital, and runs a commercial modern music programme on behalf of TU Dublin for 500 students.
Falling student numbers led to revenue decreasing by nearly €113,000 – with t",2.921,Profit rises at Fontaines DC alma mater Bimm Music Institute despite drop in student numbers,3,0.74,4.0,3.6,0.0,3.0,5.0,"Profit rises at Fontaines DC alma mater Bimm Music Institute despite drop in student numbersPrivate music college BIMM Music Institute Dublin recorded increased profit of more than €670,000 on revenue of €4.08 million, with the vast majority of its income coming from a partnership with Technological University Dublin.
BIMM Dublin offers third-level courses in music, spawning bands such as Fontaines DC and The Murder Capital, and runs a commercial modern music programme on behalf of TU Dublin for 500 students.
Falling student numbers led to revenue decreasing by nearly €113,000 – with t",0.26324385,0.25352815,-0.043084025,0.29698837,0.7786399196982383,2,0.7,0.5450479437887668
2025-07-08 00:00:00+00:00,232.0,Enrollment Pressure,"In China, the master’s degree is the new bachelor’s degree",College graduates are earning master’s degrees just to have a chance in a job market marred by China’s shaky post-pandemic recovery.,2.971,"In China, the master’s degree is the new bachelor’s degree",3,0.74,4.0,3.6,1.0,3.0,5.0,"In China, the master’s degree is the new bachelor’s degreeCollege graduates are earning master’s degrees just to have a chance in a job market marred by China’s shaky post-pandemic recovery.",0.16266596,0.0,-0.15306169,0.04473495,0.039872263583354654,3,0.48999999999999994,0.019537409155843777
2025-07-08 00:00:00+00:00,241.0,High-Profile Litigation,House v. NCAA Settlement Settling In,"As we move forward the legal questions will work their way out.
The NCAA and Deloitte in my opinion have a week case for their already stated opinion.
They seem so arrogant, and that's not new.
We'll see how this goes.
Only typing to get to word count that allows the thread. :)
Loading comments...",3.224,House v. NCAA Settlement Settling In,4,0.74,4.0,3.75,0.0,3.0,5.0,"House v. NCAA Settlement Settling InAs we move forward the legal questions will work their way out.
The NCAA and Deloitte in my opinion have a week case for their already stated opinion.
They seem so arrogant, and that's not new.
We'll see how this goes.
Only typing to get to word count that allows the thread. :)
Loading comments...",0.5273125,1.0,0.18233418,0.97458524,3.1994189739227297,1,1.0,3.1994189739227297
2025-07-08 00:00:00+00:00,191.0,Infrastructure Failure,University of KwaZulu-Natal aims to run on mini solar power stations,"UKZN's ambition to become South Africa’s first predominantly renewable-powered university is taking shape through a new high tech project
A partnership between the University of KwaZulu-Natal (UKZN) and a Hong Kong-based tech innovator is confronting the issues of ageing energy infrastructure and rising electricity costs to bring a greener future for South Africa’s energy landscape.
The joint venture agreement with Youtility, launched at the university’s Westville campus recently, harnesses arti",2.874,University of KwaZulu-Natal aims to run on mini solar power stations,3,0.74,4.0,3.75,0.0,3.0,3.0,"University of KwaZulu-Natal aims to run on mini solar power stationsUKZN's ambition to become South Africa’s first predominantly renewable-powered university is taking shape through a new high tech project
A partnership between the University of KwaZulu-Natal (UKZN) and a Hong Kong-based tech innovator is confronting the issues of ageing energy infrastructure and rising electricity costs to bring a greener future for South Africa’s energy landscape.
The joint venture agreement with Youtility, launched at the university’s Westville campus recently, harnesses arti",0.29508388,0.36369383,0.068286195,0.79668844,1.4185839904546738,1,1.0,1.4185839904546738
2025-07-08 00:00:00+00:00,215.0,Institutional Alignment Risk,Op-ed: Northeastern lab courses must prioritize in-depth learning - The Huntington News,"As a behavioral neuroscience major, I have a bone to pick with Northeastern’s lab courses — and I know I’m not the only one.
Whether it’s asking students to spend 10 hours a week writing 15 page lab reports or rushing them through experimental protocol without ample time to grasp the subject matter, it’s clear that college-level lab courses fail to prioritize genuine comprehension.
In Northeastern’s lab courses, a lab report — a written summary of the experimental process — is a significant time",2.714,Op-ed: Northeastern lab courses must prioritize in-depth learning - The Huntington News,3,0.74,4.0,3.15,0.0,3.0,4.0,"Op-ed: Northeastern lab courses must prioritize in-depth learning - The Huntington NewsAs a behavioral neuroscience major, I have a bone to pick with Northeastern’s lab courses — and I know I’m not the only one.
Whether it’s asking students to spend 10 hours a week writing 15 page lab reports or rushing them through experimental protocol without ample time to grasp the subject matter, it’s clear that college-level lab courses fail to prioritize genuine comprehension.
In Northeastern’s lab courses, a lab report — a written summary of the experimental process — is a significant time",0.30976588,0.41449314,-0.07109019,0.19437896,0.9457174170017242,1,1.0,0.9457174170017242
2025-07-08 00:00:00+00:00,219.0,Institutional Alignment Risk,Engineering faculty to get industry exposure under AICTE scheme - EducationTimes.com,"Priyadarshini Gupta | Posted July 10, 2025 09:08 AM
To align technical education with changing industry demands, the faculty will be trained under the AICTE Industry Fellowship Programme (AIFP) that will be piloted in the 2025-26 academic year. The initiative is designed to give faculty members from AICTE-affiliated institutions real-world exposure by offering industrial training for six to 12 months.
The programme aims to bridge the gap by fostering faculty development through enhanced industry",2.602,Engineering faculty to get industry exposure under AICTE scheme - EducationTimes.com,3,0.0,4.0,3.15,0.0,3.0,4.0,"Engineering faculty to get industry exposure under AICTE scheme - EducationTimes.comPriyadarshini Gupta | Posted July 10, 2025 09:08 AM
To align technical education with changing industry demands, the faculty will be trained under the AICTE Industry Fellowship Programme (AIFP) that will be piloted in the 2025-26 academic year. The initiative is designed to give faculty members from AICTE-affiliated institutions real-world exposure by offering industrial training for six to 12 months.
The programme aims to bridge the gap by fostering faculty development through enhanced industry",0.20638937,0.056813065,-0.11552501,0.09025706,0.1739339851438999,2,0.7,0.12175378960072993
2025-07-08 00:00:00+00:00,187.0,Institutional Alignment Risk,Caltech settles class-action lawsuit accusing it of misleading students about cybersecurity bootcamp,"Caltech is ending its partnership with an online training provider following the proposed settlement of a class-action lawsuit that accused the university of misleading students about its limited involvement with a costly cybersecurity boot camp using its name.
Students paid more than $10,000 in tuition to attend the “Caltech Cybersecurity Bootcamp,” only to later learn it was entirely run by a for-profit company called Simplilearn and did not feature instructors or curriculum developed by the p",3.011,Caltech Lawsuit Settlement,3,0.74,4.0,4.0,0.0,3.0,4.0,"Caltech settles class-action lawsuit accusing it of misleading students about cybersecurity bootcampCaltech is ending its partnership with an online training provider following the proposed settlement of a class-action lawsuit that accused the university of misleading students about its limited involvement with a costly cybersecurity boot camp using its name.
Students paid more than $10,000 in tuition to attend the “Caltech Cybersecurity Bootcamp,” only to later learn it was entirely run by a for-profit company called Simplilearn and did not feature instructors or curriculum developed by the p",0.18996929,0.0,-0.27663183,0.003939961,0.0035589670568006116,3,0.48999999999999994,0.0017438938578322994
2025-07-08 00:00:00+00:00,249.0,Mission Drift,I’m Watching the Sacrifice of College’s Soul,The highest ideals of higher ed are under mortal threat.,2.291,I’m Watching the Sacrifice of College’s Soul,2,0.74,4.0,2.8,1.0,3.0,2.0,I’m Watching the Sacrifice of College’s SoulThe highest ideals of higher ed are under mortal threat.,0.44842425,0.89424765,-0.044096738,0.292777,1.6353305777907372,1,1.0,1.6353305777907372
2025-07-08 00:00:00+00:00,190.0,No Risk,Temple University to Offer Course on Kendrick Lamar | WGCI-FM | The WGCI Morning Show,"According to Hypebeast, Temple University is introducing a Fall 2025 course studying Kendrick Lamar's work from an Afrocentric and sociocultural perspective. The course, titled ""Kendrick Lamar and the Morale of M.A.A.D. City,"" will be taught by Africology and African American Studies Assistant Professor Timothy Welbeck. Students will dissect not only Lamar's lyrics, but his upbringing and the cultural conditions and urban policy that influenced his life and the themes in his work.",2.561,Temple University to Offer Course on Kendrick Lamar | WGCI-FM | The WGCI Morning Show,5,0.74,4.0,1.0,1.0,3.0,5.0,"Temple University to Offer Course on Kendrick Lamar | WGCI-FM | The WGCI Morning ShowAccording to Hypebeast, Temple University is introducing a Fall 2025 course studying Kendrick Lamar's work from an Afrocentric and sociocultural perspective. The course, titled ""Kendrick Lamar and the Morale of M.A.A.D. City,"" will be taught by Africology and African American Studies Assistant Professor Timothy Welbeck. Students will dissect not only Lamar's lyrics, but his upbringing and the cultural conditions and urban policy that influenced his life and the themes in his work.",0.30771643,0.40740213,0.013538212,0.5672805,1.1661914496421815,1,1.0,1.1661914496421815
2025-07-08 00:00:00+00:00,213.0,No Risk,Norway Needs More People with Higher Education - The Nordic Page,"– “We will need at least 20 000 new places in Norway. Several higher education areas are important for us to develop for sustaining the welfare of our community, “says Minister of Research and Higher Education, Tora Aasland.
The Education Ministry presented the first comprehensive analysis of supply and demand for higher educated workers in Norway. The report shows that there is a need for significant growth in training capacity at universities and colleges. Projection figures for 2020 indicate ",2.4105,Higher Education in Norway,5,0.01,4.0,1.0,0.0,3.0,5.0,"Norway Needs More People with Higher Education - The Nordic Page– “We will need at least 20 000 new places in Norway. Several higher education areas are important for us to develop for sustaining the welfare of our community, “says Minister of Research and Higher Education, Tora Aasland.
The Education Ministry presented the first comprehensive analysis of supply and demand for higher educated workers in Norway. The report shows that there is a need for significant growth in training capacity at universities and colleges. Projection figures for 2020 indicate ",0.24742678,0.19880146,-0.09392883,0.13255246,0.4313029692471027,2,0.7,0.30191207847297186
2025-07-08 00:00:00+00:00,92.0,Policy or Political Interference,Inside the Conservative Campaign That Took Down a University President,"The Jefferson Council had called for eliminating D.E.I., without much success. But a new lawyer with ties to the group took on the cause for the Trump administration.",3.326,Trump Administration Backs Down in D.E.I. Schools Lawsuit,4,0.74,4.0,3.9,1.0,3.0,5.0,"Inside the Conservative Campaign That Took Down a University PresidentThe Jefferson Council had called for eliminating D.E.I., without much success. But a new lawyer with ties to the group took on the cause for the Trump administration.",0.43535632,0.8490329,0.02431035,0.6192125,2.594568549633026,1,1.0,2.594568549633026
2025-07-08 00:00:00+00:00,148.0,Policy or Political Interference,"Major colleges face heat over Chinese scholarship ties as espionage concerns mount GOP urges US universities to cut ties with Chinese-backed scholarship program Trump, Harvard fight escalates after president said deal was close","FIRST ON FOX: The China Select Committee is launching an investigation into universities that partner with a Chinese scholarship fund, raising alarm over what lawmakers describe as a covert pipeline for Beijing to gain access to sensitive American research and technology.
This week, the committee is sending formal oversight letters to a group of major universities, including Dartmouth, Notre Dame, Temple University, University of Tennessee and several campuses within the University of California GOP urges US universities to cut ties with Chinese-backed scholarship program
House Republicans are urging seven U.S. universities to cut ties with a Chinese scholarship program that lawmakers call a “nefarious mechanism” to steal technology for the Chinese government
WASHINGTON -- House Republicans are urging seven U.S. universities to cut ties with a Chinese scholarship program that lawmakers call a “nefarious mechanism” to steal technology for the Chinese government.
In letters to Dartmouth C The Trump administration is ramping up its war with Harvard University despite the president having previously hinted a deal was in the works.  The White House is pulling nearly every lever at its disposal to try to get Harvard to bend the knee to its demands, threatening its accreditation and issuing a subpoena over international...",3.1973333333333334,Trump-Related Conflicts Involving Education/Government Funding,4,0.01,3.5,3.9,1.0,3.0,5.0,"Major colleges face heat over Chinese scholarship ties as espionage concerns mount GOP urges US universities to cut ties with Chinese-backed scholarship program Trump, Harvard fight escalates after president said deal was closeFIRST ON FOX: The China Select Committee is launching an investigation into universities that partner with a Chinese scholarship fund, raising alarm over what lawmakers describe as a covert pipeline for Beijing to gain access to sensitive American research and technology.
This week, the committee is sending formal oversight letters to a group of major universities, including Dartmouth, Notre Dame, Temple University, University of Tennessee and several campuses within the University of California GOP urges US universities to cut ties with Chinese-backed scholarship program
House Republicans are urging seven U.S. universities to cut ties with a Chinese scholarship program that lawmakers call a “nefarious mechanism” to steal technology for the Chinese government
WASHINGTON -- House Republicans are urging seven U.S. universities to cut ties with a Chinese scholarship program that lawmakers call a “nefarious mechanism” to steal technology for the Chinese government.
In letters to Dartmouth C The Trump administration is ramping up its war with Harvard University despite the president having previously hinted a deal was in the works.  The White House is pulling nearly every lever at its disposal to try to get Harvard to bend the knee to its demands, threatening its accreditation and issuing a subpoena over international...",0.45169234,0.90555507,-0.02110675,0.396006,2.4066018346150715,2,0.7,1.68462128423055
2025-07-08 00:00:00+00:00,63.0,Policy or Political Interference,"Student loan cancellation program could become Trump retribution tool, some advocates fear Nearly 8 Million US Student-Loan Borrowers to See Interest Charges Again US Education Department to revive student loan interest for borrowers in SAVE program","President Donald Trump’s newly passed spending bill is set to overhaul the federal student loan system. Among the major changes are lifetime borrowing caps: $100,000 for graduate students and $200,000 for medical and law students. Parent PLUS loans will also be limited to $65,000 and lose ac…
WASHINGTON — President Donald Trump is reshaping a student loan cancellation program into what some fear will become a tool for political retribution, taking aim at organizations that serve immigrants and t The Education Department will soon begin to charge interest on student debt for an estimated 7.7 million borrowers who’ve been in legal limbo since a repayment plan created by President Joe Biden was blocked in court. WASHINGTON — Interest accrual on the debt of nearly 7.7 million student loan borrowers enrolled in the Saving on a Valuable Education plan will resume Aug. 1, the U.S. Education Department said Wednesday. The Biden-era income-driven repayment plan better known as SAVE saw legal challenges from several GOP-led states beginning in 2024, creating uncertainty for [&#8230;]",3.338,Student Loan Garnishment Delay,4,1.18,3.5,3.9,1.0,3.0,5.0,"Student loan cancellation program could become Trump retribution tool, some advocates fear Nearly 8 Million US Student-Loan Borrowers to See Interest Charges Again US Education Department to revive student loan interest for borrowers in SAVE programPresident Donald Trump’s newly passed spending bill is set to overhaul the federal student loan system. Among the major changes are lifetime borrowing caps: $100,000 for graduate students and $200,000 for medical and law students. Parent PLUS loans will also be limited to $65,000 and lose ac…
WASHINGTON — President Donald Trump is reshaping a student loan cancellation program into what some fear will become a tool for political retribution, taking aim at organizations that serve immigrants and t The Education Department will soon begin to charge interest on student debt for an estimated 7.7 million borrowers who’ve been in legal limbo since a repayment plan created by President Joe Biden was blocked in court. WASHINGTON — Interest accrual on the debt of nearly 7.7 million student loan borrowers enrolled in the Saving on a Valuable Education plan will resume Aug. 1, the U.S. Education Department said Wednesday. The Biden-era income-driven repayment plan better known as SAVE saw legal challenges from several GOP-led states beginning in 2024, creating uncertainty for [&#8230;]",0.3785531,0.65249515,-0.07266924,0.1894812,1.7143667296171188,3,0.48999999999999994,0.840039697512388
2025-07-08 00:00:00+00:00,148.0,Research Funding Disruption,"Columbia and Trump Near a Deal, With School Possibly Paying Millions","In return, the White House would restore some of the more than $400 million in federal research funding it canceled, according to people familiar with ongoing discussions.",3.019,Trump-Related Conflicts Involving Education/Government Funding,3,0.01,4.0,3.9,1.0,3.0,5.0,"Columbia and Trump Near a Deal, With School Possibly Paying MillionsIn return, the White House would restore some of the more than $400 million in federal research funding it canceled, according to people familiar with ongoing discussions.",0.40348607,0.7387627,0.063438386,0.78053176,2.2681548373699187,1,1.0,2.2681548373699187
2025-07-08 00:00:00+00:00,211.0,Research Funding Disruption,Australian report on curbing antisemitism suggests slashing university funding,"Rod McGuirk, Associated Press
Rod McGuirk, Associated Press
Leave your feedback
MELBOURNE, Australia (AP) — Australian universities would lose government funding unless they address attacks on Jewish students and potential immigrants would be screened for political affiliations under recommendations to the government made public on Thursday aimed at curbing antisemitism.
Antisemitic incidents including assaults, vandalism, threats and intimidation had surged more than threefold in Australia in t",2.988,Australian government antisemitism plan,3,0.15,4.0,3.9,1.0,3.0,5.0,"Australian report on curbing antisemitism suggests slashing university fundingRod McGuirk, Associated Press
Rod McGuirk, Associated Press
Leave your feedback
MELBOURNE, Australia (AP) — Australian universities would lose government funding unless they address attacks on Jewish students and potential immigrants would be screened for political affiliations under recommendations to the government made public on Thursday aimed at curbing antisemitism.
Antisemitic incidents including assaults, vandalism, threats and intimidation had surged more than threefold in Australia in t",0.34586897,0.539409,-0.092798114,0.13517438,1.249398117184639,2,0.7,0.8745786820292472
2025-07-08 00:00:00+00:00,231.0,Research Funding Disruption,Columbia May Be Nearing a Truce with Trump in Funding Fight,"Columbia University may be nearing a deal with the Trump administration to reinstate federal funding to the university over civil rights issues, according to reports by multiple news outlets.",2.976,Columbia-Trump Funding Dispute,3,0.74,3.0,3.9,1.0,3.0,5.0,"Columbia May Be Nearing a Truce with Trump in Funding FightColumbia University may be nearing a deal with the Trump administration to reinstate federal funding to the university over civil rights issues, according to reports by multiple news outlets.",0.30948,0.41350406,-0.055982143,0.24607754,1.0811097450256348,3,0.48999999999999994,0.529743775062561
2025-07-08 00:00:00+00:00,188.0,Student Conduct Incident,Barnard College Pledges ‘Zero Tolerance’ for Antisemitism in Settlement,"Jewish and Israeli students had sued the school, saying they faced severe and pervasive discrimination on campus.",2.592,Barnard College Pledges ‘Zero Tolerance’ for Antisemitism in Settlement,2,0.0,4.0,3.55,1.0,3.0,5.0,"Barnard College Pledges ‘Zero Tolerance’ for Antisemitism in SettlementJewish and Israeli students had sued the school, saying they faced severe and pervasive discrimination on campus.",0.3346277,0.5005144,-0.14765006,0.049594857,0.9466982374191284,1,1.0,0.9466982374191284
2025-07-08 00:00:00+00:00,229.0,Title IX/ADA Noncompliance,Tech billionaire Trump adviser Marc Andreesen says universities will ‘pay the price’ for DEI,"Tech investor and Trump adviser Marc Andreessen in a private group chat attacked colleges for promoting diversity, saying they had discriminated against “native born kids.”",2.941,Tech billionaire Trump adviser Marc Andreesen says universities will ‘pay the price’ for DEI,4,0.74,4.0,2.8,1.0,3.0,5.0,"Tech billionaire Trump adviser Marc Andreesen says universities will ‘pay the price’ for DEITech investor and Trump adviser Marc Andreessen in a private group chat attacked colleges for promoting diversity, saying they had discriminated against “native born kids.”",0.3547743,0.5702211,-0.10730392,0.10469826,1.2662894725501537,1,1.0,1.2662894725501537
2025-07-08 00:00:00+00:00,148.0,Title IX/ADA Noncompliance,Harvard replaces diversity offices in 'DEI purge' after funding stripped,"Harvard replaces diversity offices in ‘DEI purge’ after funding stripped
Harvard University has reportedly replaced its diversity offices in what has been described as a ‘DEI purge’ after its federal funding was frozen by President Donald Trump.
According to Harvard’s student newspaper, The Harvard Crimson, a “DEI purge” took place earlier this month, which saw the Faculty of Arts and Sciences (which oversees Harvard’s undergraduate school and its PhD programs) reportedly shut down its diversity",2.831,Trump-Related Conflicts Involving Education/Government Funding,4,0.01,4.0,2.8,1.0,3.0,5.0,"Harvard replaces diversity offices in 'DEI purge' after funding strippedHarvard replaces diversity offices in ‘DEI purge’ after funding stripped
Harvard University has reportedly replaced its diversity offices in what has been described as a ‘DEI purge’ after its federal funding was frozen by President Donald Trump.
According to Harvard’s student newspaper, The Harvard Crimson, a “DEI purge” took place earlier this month, which saw the Faculty of Arts and Sciences (which oversees Harvard’s undergraduate school and its PhD programs) reportedly shut down its diversity",0.35846016,0.58297414,-0.21572173,0.013197604,1.1664885168373584,2,0.7,0.8165419617861509
2025-07-08 00:00:00+00:00,148.0,Unauthorized Access/Data Breach,Chinese man charged in Texas with stealing COVID-19 research from US colleges,"HOUSTON (AP) — A Chinese national has been arrested on suspicion of hacking into several U.S. universities’ computer systems to steal COVID-19-related research, authorities announced on Tuesday.
Xu Zewei is charged in a nine-count indictment in the Southern District of Texas for his alleged involvement in computer intrusions between February 2020 and June 2021. Another Chinese national, Zhang Yu, was also charged in the indictment.
Xu was arrested on Thursday in Italy and is awaiting extradition",3.071,Trump-Related Conflicts Involving Education/Government Funding,3,1.39,4.0,3.75,2.0,3.0,3.0,"Chinese man charged in Texas with stealing COVID-19 research from US collegesHOUSTON (AP) — A Chinese national has been arrested on suspicion of hacking into several U.S. universities’ computer systems to steal COVID-19-related research, authorities announced on Tuesday.
Xu Zewei is charged in a nine-count indictment in the Southern District of Texas for his alleged involvement in computer intrusions between February 2020 and June 2021. Another Chinese national, Zhang Yu, was also charged in the indictment.
Xu was arrested on Thursday in Italy and is awaiting extradition",0.45256573,0.90857697,0.08769107,0.8524341,2.7385154924392703,1,1.0,2.7385154924392703
2025-07-15 00:00:00+00:00,148.0,Enrollment Pressure,"Most teens — and girls especially — see college as key to jobs and life skills, AP-NORC poll says","Most teens — and girls especially — see college as key to jobs and life skills, AP-NORC poll says
PHOENIX (AP) — Most American teenagers say it is important to them to graduate from college, with girls especially describing it as a key step for accomplishing their life goals, according to a new poll.
Teenagers also generally are more upbeat than adults on college despite concerns about tuition costs, soaring student loan debt and the politicization of many issues in higher education.
Overall, ab",2.721,Trump-Related Conflicts Involving Education/Government Funding,2,0.74,4.0,3.6,1.0,3.0,5.0,"Most teens — and girls especially — see college as key to jobs and life skills, AP-NORC poll saysMost teens — and girls especially — see college as key to jobs and life skills, AP-NORC poll says
PHOENIX (AP) — Most American teenagers say it is important to them to graduate from college, with girls especially describing it as a key step for accomplishing their life goals, according to a new poll.
Teenagers also generally are more upbeat than adults on college despite concerns about tuition costs, soaring student loan debt and the politicization of many issues in higher education.
Overall, ab",0.26066577,0.24460804,-0.14339292,0.0537655,0.5097937166690827,1,1.0,0.5097937166690827
2025-07-15 00:00:00+00:00,253.0,High-Profile Litigation,"Odisha college student who set herself on fire over harassment passes away, CM expresses grief","BHUBANESWAR: The 20-year-old girl student of Fakir Mohan Autonomous College, who had attempted self-immolation on July 12 on the campus, was declared dead late in the night of July 14 by the All India Institute of Medical Sciences (Bhubaneswar).
The second-year Integrated BEd student had filed a written complaint on June 30 against the HoD of the Teacher Education department over harassment.
On July 12, after meeting the college principal, Dilip Ghosh, in the presence of the accused HoD (an assi",2.724,"Odisha college student who set herself on fire over harassment passes away, CM expresses grief",2,0.74,4.0,3.75,0.0,3.0,5.0,"Odisha college student who set herself on fire over harassment passes away, CM expresses griefBHUBANESWAR: The 20-year-old girl student of Fakir Mohan Autonomous College, who had attempted self-immolation on July 12 on the campus, was declared dead late in the night of July 14 by the All India Institute of Medical Sciences (Bhubaneswar).
The second-year Integrated BEd student had filed a written complaint on June 30 against the HoD of the Teacher Education department over harassment.
On July 12, after meeting the college principal, Dilip Ghosh, in the presence of the accused HoD (an assi",0.21459255,0.085195854,-0.18736847,0.023036502,0.18127688670158387,1,1.0,0.18127688670158387
